Title;Type;Premiere;Genre;Watchtime
That '90s Show;TV Show;2023;Comedy;95100000
You;TV Show;2018;Crime;95000000
La Reina del Sur;TV Show;2011;Drama;94700000
All of Us Are Dead;TV Show;2022;Horror;94600000
New Amsterdam;TV Show;2018;Drama;94400000
Black Knight;TV Show;2023;Science Fiction;94300000
Breaking Bad;TV Show;2008;Crime;94300000
Obsession;TV Show;2023;Drama;94200000
Biz Kimden Ka??yorduk Anne?;TV Show;2023;Crime;92900000
La Reina del Sur;TV Show;2011;Drama;92500000
Hunger;Movie;2023;Drama;92300000
Alice in Borderland;TV Show;2020;Thriller;92200000
Cocomelon;TV Show;2020;Animation;91400000
Firefly Lane;TV Show;2021;Drama;91200000
Les Combattantes;TV Show;2022;War;90800000
Formula 1: Drive to Survive;TV Show;2019;Documentary;90200000
Sweet Tooth;TV Show;2021;Superhero;89000000
S.W.A.T.;TV Show;2017;Crime;88600000
Murder Mystery;Movie;2019;Comedy;87900000
True Beauty;TV Show;2020;Comedy;87300000
Squid Game;TV Show;2021;Thriller;87200000
Little Angel;TV Show;2022;Animation;86200000
Manifest;TV Show;2018;Thriller;86200000
Extraction;Movie;2020;Action;86100000
Lucifer;TV Show;2016;Superhero;86100000
Lady Voyeur;TV Show;2023;Crime;86000000
Woman of the Dead;TV Show;2022;Crime;85400000
The Law According to Lidia Po?t;TV Show;2023;Drama;85000000
Florida Man;TV Show;2023;Crime;84600000
Lucifer;TV Show;2016;Superhero;84400000
Shahmaran;TV Show;2023;Fantasy;83600000
Breaking Bad;TV Show;2008;Crime;83200000
The Last Kingdom: Seven Kings Must Die;Movie;2023;History;83200000
Selling Sunset;TV Show;2019;Reality-Show;82800000
Cocomelon;TV Show;2020;Animation;82500000
Suits;TV Show;2011;Drama;82500000
Sam & Cat;TV Show;2013;Comedy;82400000
Gilmore Girls;TV Show;2000;Drama;82100000
Sonic Prime;TV Show;2022;Animation;82100000
Peppa Pig;TV Show;2004;Animation;81800000
Manifest;TV Show;2018;Thriller;81700000
Roald Dahl's Matilda the Musical;Movie;2022;Musical;81000000
Better Call Saul;TV Show;2015;Crime;80800000
Sing;Movie;2016;Animation;80500000
Fighting Spirit;TV Show;2000;Animation;80300000
All Quiet on the Western Front;Movie;2022;War;80000000
Hasta el cielo: La serie;TV Show;2023;Crime;79700000
Alpha Males;TV Show;2022;Comedy;78200000
Record of Ragnarok;TV Show;2021;Animation;78200000
Chupa;Movie;2023;Adventure;77800000
Stranger Things;TV Show;2016;Thriller;77800000
PAW Patrol: The Movie;Movie;2021;Animation;77200000
Sing 2;Movie;2021;Animation;76600000
The Crown;TV Show;2016;History;76300000
Next in Fashion;TV Show;2020;Reality-Show;75700000
Gilmore Girls;TV Show;2000;Drama;75200000
Lucifer;TV Show;2016;Superhero;75200000
The Boss Baby;Movie;2017;Animation;75100000
Treason;TV Show;2022;Crime;74300000
Trolls;Movie;2016;Animation;73400000
Blood Ties;TV Show;2022;Drama;73300000
Money Heist;TV Show;2017;Action;73100000
Rough Diamonds;TV Show;2023;Crime;72800000
Vincenzo;TV Show;2021;Action;72800000
The Walking Dead;TV Show;2010;Horror;72200000
The Witcher;TV Show;2019;Fantasy;72200000
Gabby's Dollhouse;TV Show;2021;Animation;71600000
The Walking Dead;TV Show;2010;Horror;71600000
Carrossel;TV Show;2012;Drama;71300000
Gilmore Girls;TV Show;2000;Drama;71300000
Red Rose;TV Show;2022;Drama;71100000
Fauda;TV Show;2015;Action;71000000
New Amsterdam;TV Show;2018;Drama;70600000
Gilmore Girls;TV Show;2000;Drama;69900000
Gilmore Girls;TV Show;2000;Drama;69800000
The Blacklist;TV Show;2013;Crime;69700000
Divorce Attorney Shin;TV Show;2023;Drama;69500000
Stranger Things;TV Show;2016;Thriller;69200000
Hometown Cha-Cha-Cha;TV Show;2021;Comedy;69000000
Love Is Blind;TV Show;2020;Reality-Show;68900000
Kill Boksoon;Movie;2023;Thriller;68500000
The Thundermans;TV Show;2013;Science Fiction;68500000
The Flash;TV Show;2014;Superhero;68200000
Red Notice;Movie;2021;Action;68100000
Henry Danger;TV Show;2014;Comedy;67800000
The Queen of Flow;TV Show;2018;Drama;67800000
The Walking Dead;TV Show;2010;Horror;67700000
Viking Wolf;Movie;2022;Horror;67500000
Designated Survivor;TV Show;2016;Action;67200000
Bebefinn;TV Show;2022;;67100000
Hotel Transylvania 2;Movie;2015;Animation;67000000
Stranger Things;TV Show;2016;Thriller;67000000
Masha and the Bear;TV Show;2009;Animation;66700000
Outlander;TV Show;2014;Drama;66500000
Grizzy & the Lemmings;TV Show;2016;Animation;66000000
Single?s Inferno;TV Show;2021;Reality-Show;65900000
The Witcher: Blood Origin;TV Show;2022;Fantasy;65300000
The Nurse;TV Show;2023;Crime;65200000
The Watcher;TV Show;2022;Thriller;64400000
Jumanji: The Next Level;Movie;2019;Adventure;64300000
Suits;TV Show;2011;Drama;64200000
Gilmore Girls;TV Show;2000;Drama;63900000
Terzi;TV Show;2023;Thriller;63900000
All American;TV Show;2018;Drama;63700000
Peppa Pig;TV Show;2004;Animation;63700000
The Blacklist;TV Show;2013;Crime;63500000
Dahmer ? Monster: The Jeffrey Dahmer Story;TV Show;2022;Crime;63500000
Narvik;Movie;2022;War;63100000
Home;Movie;2015;Animation;62800000
The Sea Beast;Movie;2022;Animation;62700000
The Walking Dead;TV Show;2010;Horror;62300000
Harry & Meghan;TV Show;2022;Documentary;62000000
The Walking Dead;TV Show;2010;Horror;62000000
My Dad the Bounty Hunter;TV Show;2023;Animation;61800000
Dog Gone;Movie;2023;Drama;61600000
Maid;TV Show;2021;Drama;61500000
Pasi?n de gavilanes;TV Show;2003;Drama;61500000
A Man Called Otto;Movie;2022;Drama;61300000
Peaky Blinders;TV Show;2013;Drama;61100000
Victorious;TV Show;2010;Comedy;61100000
Never Have I Ever;TV Show;2020;Comedy;61000000
THE DAYS;TV Show;2023;Drama;60800000
La primera vez;TV Show;2023;Drama;60600000
Unseen;TV Show;2023;Crime;60100000
Narcos;TV Show;2015;Drama;59900000
The Walking Dead;TV Show;2010;Horror;59800000
Madoff: The Monster of Wall Street;TV Show;2023;Documentary;59600000
The Witcher;TV Show;2019;Fantasy;59300000
Young Lady and Gentleman;TV Show;2021;Comedy;58500000
Sky Rojo;TV Show;2021;Crime;58500000
Miraculous: Tales of Ladybug & Cat Noir;TV Show;2015;Animation;58300000
Never Have I Ever;TV Show;2020;Comedy;58300000
The Gray Man;Movie;2022;Action;58300000
S.W.A.T.;TV Show;2017;Crime;57900000
One Piece Episode of East Blue;Movie;2017;Animation;57800000
Brooklyn Nine-Nine;TV Show;2013;Comedy;57500000
New Amsterdam;TV Show;2018;Drama;57500000
Workin' Moms;TV Show;2017;Comedy;57500000
Barbie: Life in the Dreamhouse;TV Show;2012;Animation;57400000
The Walking Dead;TV Show;2010;Horror;57400000
The Blacklist;TV Show;2013;Crime;57000000
The Sandman;TV Show;2022;Superhero;56700000
True Spirit;Movie;2023;Adventure;56700000
Cocomelon;TV Show;2020;Animation;56600000
Gilmore Girls;TV Show;2000;Drama;56500000
The Strays;Movie;2023;Thriller;56500000
Suits;TV Show;2011;Drama;56400000
The Croods;Movie;2013;Animation;56400000
Grizzy & the Lemmings;TV Show;2016;Animation;56300000
The Empress;TV Show;2022;History;56000000
Matilda;Movie;1996;Comedy;55700000
Outlast;TV Show;2023;Reality-Show;55500000
The Good Doctor;TV Show;2017;Drama;55500000
Cocomelon;TV Show;2020;Animation;55200000
Jane the Virgin;TV Show;2014;Comedy;55200000
The Blacklist;TV Show;2013;Crime;55200000
Vinland Saga;TV Show;2019;Animation;55100000
The Queen of Flow;TV Show;2018;Drama;55000000
Brooklyn Nine-Nine;TV Show;2013;Comedy;54800000
Carinha de Anjo;TV Show;2016;Comedy;54400000
Alias J.J.;TV Show;2017;Drama;54400000
The Circle;TV Show;2020;Reality-Show;54400000
The Ultimatum: Queer Love;TV Show;2023;Reality-Show;53800000
Never Have I Ever;TV Show;2020;Comedy;53700000
Brooklyn Nine-Nine;TV Show;2013;Comedy;53600000
?Que viva M?xico!;Movie;2022;Comedy;53500000
Emily in Paris;TV Show;2020;Drama;53300000
The Last Kingdom;TV Show;2015;History;53300000
Full Swing;TV Show;2023;Documentary;53100000
The Walking Dead;TV Show;2010;Horror;53000000
Welcome to Eden;TV Show;2022;Science Fiction;53000000
We Can Be Heroes;Movie;2020;Adventure;52800000
Arnold;TV Show;2023;Documentary;52500000
Better Call Saul;TV Show;2015;Crime;52500000
The King's Affection;TV Show;2021;Drama;52400000
Shameless;TV Show;2011;Comedy;52300000
Missing: Dead or Alive?;TV Show;2023;Crime;52200000
Bodyguard;TV Show;2018;Action;52000000
The Lorax;Movie;2012;Animation;52000000
1899;TV Show;2022;Science Fiction;51800000
A Tourist?s Guide to Love;Movie;2023;Comedy;51800000
It's Okay to Not Be Okay;TV Show;2020;Drama;51800000
Vikings;TV Show;2013;History;51800000
Faraway;Movie;2023;Comedy;51700000
Blood & Gold;Movie;2023;Action;51600000
Soy Georgina;TV Show;2022;Reality-Show;51600000
The Blacklist;TV Show;2013;Crime;51600000
Little Women;TV Show;2022;Thriller;51300000
Grey's Anatomy;TV Show;2005;Drama;51200000
The Walking Dead;TV Show;2010;Horror;51200000
The Office;TV Show;2005;Comedy;51000000
The Last Kingdom;TV Show;2015;History;50900000
The Endless Night;TV Show;2023;Drama;50800000
Faithfully Yours;Movie;2022;Thriller;50600000
Masha and the Bear;TV Show;2009;Animation;50400000
Masha and the Bear;TV Show;2009;Animation;50300000
The Office;TV Show;2005;Comedy;50100000
2 Hearts;Movie;2020;Romance;50000000
Suits;TV Show;2011;Drama;50000000
Tin & Tina;Movie;2023;Horror;49700000
The Blacklist;TV Show;2013;Crime;49600000
Friends;TV Show;1994;Comedy;49400000
Love Is Blind: Brazil;TV Show;2021;Reality-Show;49300000
Vinland Saga;TV Show;2019;Animation;49300000
Nuevo Rico Nuevo Pobre;TV Show;2007;Drama;49200000
The Lincoln Lawyer;TV Show;2022;Drama;49200000
Brooklyn Nine-Nine;TV Show;2013;Comedy;48900000
Cobra Kai;TV Show;2018;Action;48900000
Orange Is the New Black;TV Show;2013;Drama;48800000
The End of Paradise;TV Show;2019;Crime;48600000
Shooter;TV Show;2016;Action;48600000
Brooklyn Nine-Nine;TV Show;2013;Comedy;48500000
Rosario Tijeras;TV Show;2016;Action;48500000
The Smurfs;TV Show;2021;Animation;48400000
Emily in Paris;TV Show;2020;Drama;48300000
The Magician's Elephant;Movie;2023;Animation;48300000
Friends;TV Show;1994;Comedy;48200000
Shrek;Movie;2001;Animation;48100000
Suits;TV Show;2011;Drama;48100000
Teen Titans Go!;TV Show;2013;Animation;48100000
American Manhunt: The Boston Marathon Bombing;TV Show;2023;Documentary;47900000
Twenty Five Twenty One;TV Show;2022;Comedy;47800000
Shrek 2;Movie;2004;Animation;47500000
JUNG_E;Movie;2023;Science Fiction;47100000
Friends;TV Show;1994;Comedy;46900000
The School for Good and Evil;Movie;2022;Fantasy;46900000
Puss in Boots;Movie;2011;Animation;46600000
The Thundermans;TV Show;2013;Science Fiction;46500000
Friends;TV Show;1994;Comedy;46400000
Teen Titans Go!;TV Show;2013;Animation;46400000
Rana Naidu;TV Show;2023;Action;46300000
From Scratch;TV Show;2022;Drama;46200000
Bake Squad;TV Show;2021;Reality-Show;46100000
Friends;TV Show;1994;Comedy;46100000
Shuroop;TV Show;2022;Comedy;46100000
Ganglands;TV Show;2021;Action;46000000
The Queen's Gambit;TV Show;2020;Drama;45900000
Virgin River;TV Show;2019;Drama;45900000
Gabby's Dollhouse;TV Show;2021;Animation;45800000
A Beautiful Life;Movie;2023;Drama;45700000
Peppa Pig;TV Show;2004;Animation;45700000
Copycat Killer;TV Show;2023;Crime;45600000
Avatar: The Last Airbender;TV Show;2005;Fantasy;45500000
Friends;TV Show;1994;Comedy;45400000
Peaky Blinders;TV Show;2013;Drama;45400000
The Flash;TV Show;2014;Superhero;45400000
Boys Over Flowers;TV Show;2009;Drama;45300000
The Office;TV Show;2005;Comedy;45300000
Transatlantic;TV Show;2023;Drama;45300000
Friends;TV Show;1994;Comedy;45200000
Masha and the Bear;TV Show;2009;Animation;45100000
Friends;TV Show;1994;Comedy;44900000
The Woman King;Movie;2022;History;44900000
Love Island;TV Show;2019;Reality-Show;44800000
Money Heist;TV Show;2017;Action;44700000
The Walking Dead;TV Show;2010;Horror;44600000
Grey's Anatomy;TV Show;2005;Drama;44300000
S.W.A.T.;TV Show;2017;Crime;44200000
Las munecas de la mafia;TV Show;2010;Drama;44000000
Lucifer;TV Show;2016;Superhero;44000000
Better Call Saul;TV Show;2015;Crime;43900000
Teen Wolf;TV Show;2011;Fantasy;43900000
Friends;TV Show;1994;Comedy;43800000
In Love All Over Again;TV Show;2023;Drama;43800000
Pieces of Her;TV Show;2022;Crime;43800000
F9;Movie;2021;Action;43700000
The 100;TV Show;2014;Science Fiction;43600000
The Blacklist;TV Show;2013;Crime;43500000
Vikings;TV Show;2013;History;43400000
Shameless;TV Show;2011;Comedy;43300000
The Office;TV Show;2005;Comedy;43300000
El Chema;TV Show;2016;Crime;43200000
Rosario Tijeras;TV Show;2016;Action;43200000
Santiago of the Seas;TV Show;2020;Animation;43200000
Seinfeld;TV Show;1989;Comedy;43200000
Inside Man;TV Show;2022;Crime;43100000
The Last Kingdom;TV Show;2015;History;42900000
Through My Window: Across the Sea;Movie;2023;Comedy;42900000
Cocomelon;TV Show;2020;Animation;42800000
Seinfeld;TV Show;1989;Comedy;42800000
Valeria;TV Show;2020;Drama;42800000
Pok?mon;TV Show;1997;Animation;42700000
Purple Hearts;Movie;2022;Romance;42700000
The Last Kingdom;TV Show;2015;History;42700000
Waco: American Apocalypse;TV Show;2023;Documentary;42700000
Gabby's Dollhouse;TV Show;2021;Animation;42600000
Too Hot to Handle;TV Show;2020;Reality-Show;42600000
Guillermo del Toro's Pinocchio;Movie;2022;Animation;42500000
Unlocked;Movie;2023;Crime;42500000
The Crown;TV Show;2016;History;42400000
Arrow;TV Show;2012;Superhero;42300000
Blippi;TV Show;2017;Animation;42100000
The Good Doctor;TV Show;2017;Drama;42100000
Lucifer;TV Show;2016;Superhero;41800000
Pamela A Love Story;Movie;2023;Documentary;41800000
Chor Nikal Ke Bhaga;Movie;2023;Crime;41700000
Seinfeld;TV Show;1989;Comedy;41700000
The Garfield Show;TV Show;2009;Animation;41500000
Agency;TV Show;2023;Drama;41400000
White Chicks;Movie;2004;Comedy;41400000
Wellmania;TV Show;2023;Comedy;41300000
Seinfeld;TV Show;1989;Comedy;41200000
The Creature Cases;TV Show;2022;Animation;41200000
Maestro in Blue;TV Show;2022;Drama;41100000
Turbo;Movie;2013;Animation;41100000
McGregor Forever;TV Show;2023;Documentary;41000000
Black Money Love;TV Show;2014;Drama;40900000
Bloodshot;Movie;2020;Science Fiction;40900000
The Flash;TV Show;2014;Superhero;40900000
El Chapo;TV Show;2017;Drama;40600000
Shameless;TV Show;2011;Comedy;40600000
Demon Slayer: Kimetsu no Yaiba;TV Show;2019;Animation;40500000
Jane the Virgin;TV Show;2014;Comedy;40400000
The Snitch Cartel: Origins;TV Show;2021;Crime;40400000
Guillermo del Toro's Cabinet of Curiosities;TV Show;2022;Horror;40300000
Pok?mon Journeys;TV Show;2019;Animation;40300000
Seinfeld;TV Show;1989;Comedy;40300000
Shrek Forever After;Movie;2010;Animation;40300000
The 100;TV Show;2014;Science Fiction;40300000
Unsolved Mysteries;TV Show;2020;Documentary;40300000
The Last Kingdom;TV Show;2015;History;40200000
Too Hot to Handle: Germany;TV Show;2023;Reality-Show;40200000
Better Call Saul;TV Show;2015;Crime;40200000
Avatar: The Last Airbender;TV Show;2005;Fantasy;40100000
Our Planet;TV Show;2019;Documentary;40100000
H2O: Just Add Water;TV Show;2006;Drama;40000000
The King: Eternal Monarch;TV Show;2020;Science Fiction;39900000
The Office;TV Show;2005;Comedy;39900000
Grey's Anatomy;TV Show;2005;Drama;39800000
Emergency: NYC;TV Show;2023;Documentary;39700000
In the Name of God: A Holy Betrayal;TV Show;2023;Documentary;39700000
Better Call Saul;TV Show;2015;Crime;39500000
Gabby's Dollhouse;TV Show;2021;Animation;39500000
Infiesto;Movie;2023;Crime;39500000
Sanctuary;TV Show;2023;Drama;39400000
Suits;TV Show;2011;Drama;39400000
Ganglands;TV Show;2021;Action;39300000
The Hunger Games;Movie;2012;Science Fiction;39300000
Trolley;TV Show;2022;Thriller;39200000
High Heat;TV Show;2022;Crime;39100000
Rosario Tijeras;TV Show;2016;Action;38900000
The Sinner;TV Show;2017;Crime;38900000
Avatar: The Last Airbender;TV Show;2005;Fantasy;38700000
Ozark;TV Show;2017;Drama;38700000
Shark Tale;Movie;2004;Animation;38700000
The Hatchet Wielding Hitchhiker;Movie;2023;Documentary;38700000
6 Underground;Movie;2019;Action;38600000
Better Call Saul;TV Show;2015;Crime;38600000
Narcos;TV Show;2015;Drama;38600000
Grey's Anatomy;TV Show;2005;Drama;38400000
Mother's Day;Movie;2023;Action;38300000
Orange Is the New Black;TV Show;2013;Drama;38300000
Vikings;TV Show;2013;History;38300000
El Chapo;TV Show;2017;Drama;38200000
Brooklyn Nine-Nine;TV Show;2013;Comedy;38100000
Queer Eye;TV Show;2018;Reality-Show;38100000
Schlafende Hunde;TV Show;2023;Crime;38000000
The Big Bang Theory;TV Show;2007;Comedy;38000000
The Good Doctor;TV Show;2017;Drama;38000000
C?mplices de um Resgate;TV Show;2015;Comedy;37800000
The Big Bang Theory;TV Show;2007;Comedy;37800000
The Flash;TV Show;2014;Superhero;37700000
The Good Doctor;TV Show;2017;Drama;37700000
Back to the Outback;Movie;2021;Animation;37600000
Booba;TV Show;2014;Animation;37600000
The Big Bang Theory;TV Show;2007;Comedy;37600000
Vikings;TV Show;2013;History;37600000
As Aventuras de Poliana;TV Show;2018;Drama;37500000
The Big Bang Theory;TV Show;2007;Comedy;37400000
The Rookie;TV Show;2018;Crime;37400000
Fauda;TV Show;2015;Action;37300000
Mr. Sunshine;TV Show;2018;History;37300000
2 Guns;Movie;2013;Action;37100000
Lyle Lyle Crocodile;Movie;2022;Family;37100000
Money Heist;TV Show;2017;Action;37100000
Outlander;TV Show;2014;Drama;37100000
Queens on the Run;Movie;2023;Comedy;37100000
Shameless;TV Show;2011;Comedy;37100000
S.W.A.T.;TV Show;2017;Crime;37000000
The Mitchells vs. The Machines;Movie;2021;Animation;36900000
Peaky Blinders;TV Show;2013;Drama;36900000
Seinfeld;TV Show;1989;Comedy;36900000
PJ Masks;TV Show;2015;Animation;36700000
Amar y Vivir;TV Show;2020;Drama;36600000
Glamorous;TV Show;2023;Drama;36600000
Meekah;TV Show;2022;Animation;36600000
Peaky Blinders;TV Show;2013;Drama;36600000
Troll;Movie;2022;Science Fiction;36600000
Rebelde Way;TV Show;2002;Comedy;36500000
The Big Bang Theory;TV Show;2007;Comedy;36400000
Thicker Than Water;TV Show;2023;Crime;36300000
Chris Rock: Selective Outrage;Movie;2023;Stand-Up;36200000
Madre solo hay dos;TV Show;2021;Comedy;36200000
Grown Ups;Movie;2010;Comedy;36200000
Let Him Go;Movie;2020;Crime;36200000
Outlander;TV Show;2014;Drama;36200000
Against the Ropes;TV Show;2023;Drama;36100000
Ozark;TV Show;2017;Drama;36100000
A Quiet Place Part II;Movie;2021;Horror;36000000
My Little Pony: Friendship Is Magic;TV Show;2010;Animation;36000000
Power Rangers;TV Show;1993;Action;36000000
Hotel Transylvania;Movie;2012;Animation;35900000
The Office;TV Show;2005;Comedy;35900000
Ancient Apocalypse;TV Show;2022;Documentary;35800000
Missing;Movie;2023;Thriller;35800000
Virgin River;TV Show;2019;Drama;35800000
Queen Cleopatra;TV Show;2023;Documentary;35700000
Shameless;TV Show;2011;Comedy;35600000
Record of Ragnarok;TV Show;2021;Animation;35500000
The Boss Baby: Back in the Crib;TV Show;2022;Animation;35500000
Wish Dragon;Movie;2021;Animation;35400000
Unstable;TV Show;2023;Comedy;35300000
Bling Empire: New York;TV Show;2023;Reality-Show;35200000
Grey's Anatomy;TV Show;2005;Drama;35200000
King the Land;TV Show;2023;Comedy;35200000
The Big Bang Theory;TV Show;2007;Comedy;35200000
Hospital Playlist;TV Show;2020;Drama;35000000
Keep Breathing;TV Show;2022;Thriller;35000000
The Big Bang Theory;TV Show;2007;Comedy;35000000
Bad Boys for Life;Movie;2020;Action;34900000
The Big Bang Theory;TV Show;2007;Comedy;34800000
Inventing Anna;TV Show;2022;Drama;34800000
The Cartel;TV Show;2008;Crime;34600000
That Girl Lay Lay;TV Show;2021;Comedy;34600000
The Big Bang Theory;TV Show;2007;Comedy;34600000
The Big Bang Theory;TV Show;2007;Comedy;34600000
Unlock My Boss;TV Show;2022;Crime;34500000
Bullet Train;Movie;2022;Action;34400000
How to Get Away with Murder;TV Show;2014;Crime;34300000
Pressure Cooker;TV Show;2023;Reality-Show;34300000
Cocomelon;TV Show;2020;Animation;34200000
Shameless;TV Show;2011;Comedy;34100000
Vikings;TV Show;2013;History;34100000
Cobra Kai;TV Show;2018;Action;34000000
Grey's Anatomy;TV Show;2005;Drama;34000000
Jurassic World;Movie;2015;Science Fiction;34000000
Riverdale;TV Show;2017;Superhero;34000000
How to Get Rich;TV Show;2023;Documentary;33900000
Prisoners;Movie;2013;Thriller;33900000
Grey's Anatomy;TV Show;2005;Drama;33800000
Forecasting Love and Weather;TV Show;2022;Comedy;33800000
Gabby's Dollhouse;TV Show;2021;Animation;33800000
The Bastard Son & the Devil Himself;TV Show;2022;Fantasy;33800000
Money Heist;TV Show;2017;Action;33700000
Seinfeld;TV Show;1989;Comedy;33700000
The 100;TV Show;2014;Science Fiction;33700000
Teen Titans Go!;TV Show;2013;Animation;33500000
White Noise;Movie;2022;Drama;33500000
The American Barbecue Showdown;TV Show;2020;Reality-Show;33400000
La Piloto;TV Show;2017;Drama;33400000
The Witcher;TV Show;2019;Fantasy;33400000
The Crown;TV Show;2016;History;33300000
Outlander;TV Show;2014;Drama;33200000
Peaky Blinders;TV Show;2013;Drama;33200000
Shameless;TV Show;2011;Comedy;33100000
The Crown;TV Show;2016;History;33100000
S.W.A.T.;TV Show;2017;Crime;33000000
Shooter;TV Show;2016;Action;33000000
Through My Window;Movie;2022;Comedy;33000000
Gabby's Dollhouse;TV Show;2021;Animation;32900000
The Big Bang Theory;TV Show;2007;Comedy;32800000
Nevertheless;TV Show;2021;Drama;32800000
Good Girls;TV Show;2018;Comedy;32700000
The Bad Guys;Movie;2022;Animation;32700000
Orange Is the New Black;TV Show;2013;Drama;32600000
Outlander;TV Show;2014;Drama;32500000
Devil in Ohio;TV Show;2022;Crime;32400000
Jane the Virgin;TV Show;2014;Comedy;32400000
Our Planet;TV Show;2019;Documentary;32400000
The Flash;TV Show;2014;Superhero;32400000
